"Data Structures","Algorithms","Operating Systems","Computer Networks","Database Management","Object Oriented Programming","Computer Architecture","Discrete Mathematics","Theory of Computation","Compiler Design","Artificial Intelligence","Machine Learning","Deep Learning","Computer Graphics","Software Engineering","Web Development","Mobile App Development","Cybersecurity","Cryptography","Cloud Computing","Distributed Systems","Parallel Computing","Natural Language Processing","Computer Vision","Robotics","Embedded Systems","Digital Logic Design","Microprocessors","Linear Algebra","Probability and Statistics","Numerical Methods","Information Theory","Data Mining","Big Data Analytics","Internet of Things","Blockchain Technology","Human Computer Interaction","Software Testing","DevOps","API Design and Development","Data Visualization","Network Security","Digital Signal Processing","Image Processing","Programming Languages","Functional Programming","System Programming","Game Development","Quantum Computing","Bioinformatics","Ethical Hacking","Formal Methods","Graph Theory","Advanced Algorithms","Computer Ethics"
47,89,94,84,64,100,76,71,78,97,63,64,52,55,72,73,62,43,60,74,40,79,71,71,60,66,92,70,60,54,55,66,68,66,78,79,86,79,83,68,65,69,51,66,68,74,74,69,60,58,77,50,61,33,91
57,70,48,60,72,73,72,55,51,76,61,65,49,66,94,88,69,62,74,72,52,68,62,68,68,57,52,90,83,72,100,73,84,74,70,73,64,69,70,81,80,87,61,62,79,55,55,59,48,72,98,46,57,42,69
76,48,72,47,82,72,44,76,27,37,78,55,56,71,62,75,67,63,57,63,45,39,68,49,76,81,63,59,67,62,69,48,74,58,81,91,84,91,66,78,98,57,61,51,78,69,35,83,64,67,66,62,81,75,67
82,45,80,73,86,52,32,46,71,71,60,74,82,67,45,83,53,58,84,80,55,58,71,63,66,62,87,87,45,61,53,76,87,69,58,65,65,63,67,77,79,62,82,60,61,50,66,62,66,57,43,50,73,54,79
75,52,74,47,60,87,39,32,35,72,60,72,82,67,58,69,83,49,48,71,52,66,60,65,86,69,78,62,78,40,53,42,57,66,86,67,67,65,57,66,78,70,36,53,65,56,46,88,70,48,70,40,73,74,69
60,62,87,63,70,61,61,59,45,58,66,52,73,80,66,67,63,75,68,61,89,73,48,64,69,62,76,54,58,55,43,58,68,81,79,70,60,44,77,91,70,73,80,65,65,43,42,91,43,71,58,57,70,62,82
79,32,49,49,66,61,46,69,58,49,76,67,48,67,70,65,67,58,64,64,83,51,75,65,59,69,56,58,77,73,55,58,77,63,66,68,65,80,76,66,71,92,39,54,79,56,64,86,65,92,58,35,67,54,72
48,50,71,64,79,70,61,59,53,75,58,82,80,53,70,78,78,54,76,72,60,33,64,52,75,55,45,51,68,63,69,65,59,68,67,76,84,73,79,77,77,48,64,79,44,57,57,75,64,66,75,64,75,45,75
61,57,59,58,78,70,65,67,50,70,75,44,59,84,80,71,76,46,48,79,51,70,69,43,68,60,71,60,55,31,63,58,47,67,71,55,82,85,61,75,67,43,35,54,52,65,69,70,72,64,79,73,40,42,87
53,39,70,41,76,71,65,70,71,47,63,76,47,51,81,95,74,65,74,71,77,65,77,59,58,70,70,75,94,74,77,74,67,69,89,84,66,65,56,96,88,47,62,48,96,78,59,76,50,77,55,55,50,78,72
49,72,59,35,55,84,63,66,46,82,83,53,91,70,87,82,66,75,67,74,87,48,83,81,67,40,64,51,84,61,34,61,76,91,88,59,80,82,77,74,72,63,63,69,82,58,72,98,57,68,85,41,72,69,71
61,61,80,51,81,76,92,78,64,57,70,60,65,75,73,79,87,60,76,58,61,64,82,67,81,70,60,68,50,72,96,40,72,66,71,78,64,84,55,65,89,51,42,74,60,77,73,54,70,44,65,62,97,64,71
74,88,76,63,58,78,76,60,44,45,75,67,79,98,57,95,72,72,64,58,62,74,71,58,80,76,78,67,50,50,73,71,70,74,57,78,62,77,44,78,62,60,72,48,76,76,84,63,48,80,67,55,45,61,74
73,77,76,58,77,71,65,78,55,68,69,44,56,87,74,73,62,64,62,76,58,45,65,75,74,64,76,56,60,67,59,48,61,59,64,66,61,87,70,90,76,64,73,54,69,48,75,68,28,77,98,40,47,33,83
56,56,68,65,50,65,55,35,50,58,96,76,70,56,89,87,98,82,32,85,53,38,70,58,67,74,71,60,56,70,38,45,65,72,86,62,72,78,74,72,68,57,47,76,71,67,57,64,76,54,84,14,65,100,75
57,74,50,65,56,82,46,43,96,67,52,99,82,57,79,92,92,81,57,67,67,58,64,60,57,67,99,70,79,62,71,55,58,53,69,55,89,92,91,66,77,52,37,64,73,88,48,78,52,57,62,50,50,49,75
54,90,38,73,65,86,64,61,37,68,74,64,42,78,70,61,82,84,76,65,83,62,42,58,66,82,71,59,59,67,76,51,78,71,73,72,86,64,68,74,64,59,82,77,82,70,63,75,57,39,73,61,74,47,84
97,59,44,41,87,48,50,61,58,37,74,74,56,78,61,78,86,64,42,70,56,98,60,59,92,72,86,86,52,70,44,70,76,65,100,64,75,62,79,79,85,43,48,24,69,65,55,61,57,61,69,62,54,62,73
95,61,44,73,68,74,60,83,61,70,77,50,57,54,75,76,69,76,81,77,61,57,57,74,86,48,76,66,100,48,74,62,62,78,66,84,60,61,83,78,94,87,30,56,67,65,72,86,61,79,94,73,74,28,77
83,75,69,68,84,77,81,77,56,77,72,83,59,82,74,79,73,60,51,86,68,64,39,62,64,60,65,86,71,97,74,64,79,76,72,53,79,48,82,64,79,77,67,58,70,73,48,61,67,67,74,49,70,52,79
88,67,51,62,76,67,59,48,18,51,71,72,70,57,53,83,71,84,53,63,49,57,82,57,77,64,60,57,74,53,41,70,71,72,100,71,79,82,72,78,76,64,59,67,69,61,61,71,75,97,39,62,78,48,93
57,34,50,62,52,63,52,55,54,61,52,64,91,65,78,65,71,62,44,78,54,38,66,59,80,70,56,85,46,56,76,77,82,71,74,66,68,73,84,87,84,60,64,70,73,66,54,71,49,54,82,50,54,91,69
74,73,66,56,78,60,92,72,42,56,81,66,55,49,78,71,80,61,60,70,54,76,44,60,77,78,65,51,71,64,76,76,65,67,51,79,56,66,81,77,78,47,57,73,59,86,39,81,75,56,52,50,78,70,73
63,63,73,52,64,68,66,51,60,57,86,39,74,57,85,69,77,74,32,75,36,65,80,65,87,54,70,60,62,63,75,71,63,76,58,49,90,75,77,65,70,81,72,57,83,83,47,75,67,72,61,61,49,83,81
84,52,71,85,72,77,50,47,50,77,63,81,59,66,70,77,75,68,54,87,66,50,80,100,72,76,68,72,62,72,57,55,66,74,88,66,67,80,56,81,67,51,73,76,67,72,87,61,53,41,75,100,55,54,79
64,63,78,60,65,57,67,51,65,86,72,98,63,79,82,97,87,82,81,82,58,47,98,70,56,87,72,58,57,34,58,56,73,80,56,64,70,71,79,88,58,60,84,71,72,60,69,95,67,67,70,66,47,53,73
76,64,56,76,80,70,60,51,65,65,80,55,65,55,86,71,58,68,71,69,80,39,52,77,61,75,64,74,61,49,31,56,96,77,73,57,87,71,54,62,80,59,50,30,68,55,86,85,6,61,60,59,67,54,76
65,70,51,71,84,79,91,49,85,70,74,83,55,78,78,76,73,69,56,55,61,43,63,84,69,87,81,74,39,75,89,61,77,65,69,70,70,61,63,85,77,73,61,68,65,55,68,83,50,84,58,38,62,64,97
49,81,93,60,62,69,72,51,45,73,65,83,63,65,93,74,58,47,41,71,59,56,60,72,59,52,74,67,65,62,60,47,65,85,79,65,73,80,74,71,76,57,41,78,73,59,65,75,57,53,58,56,43,50,60
76,84,86,56,68,89,61,52,60,45,73,100,77,65,69,92,83,48,32,51,68,61,74,77,80,70,39,63,51,48,85,59,54,53,62,78,88,88,75,81,71,62,46,80,70,35,49,78,62,64,90,49,65,66,84
56,60,56,95,71,87,46,26,63,51,70,72,62,71,84,72,71,83,83,81,39,71,51,68,68,63,82,52,52,56,68,43,68,56,64,76,80,75,65,93,83,30,77,79,51,55,61,60,56,79,52,96,44,38,86
64,64,66,58,70,79,39,59,50,85,60,76,53,73,96,81,74,61,73,71,81,71,74,89,74,57,74,64,36,33,56,65,77,59,75,55,62,65,50,86,74,70,53,67,76,73,67,80,41,79,73,89,82,65,78
76,60,19,62,74,67,49,75,54,57,82,66,66,55,63,78,60,63,42,59,69,80,92,55,76,45,67,84,53,47,45,56,38,56,90,70,96,71,60,67,82,55,78,76,80,72,63,83,80,100,74,51,86,81,70
47,57,95,60,82,83,69,78,60,43,48,83,34,68,70,82,79,67,72,62,80,72,72,83,77,64,51,62,70,82,53,65,79,55,69,86,81,75,72,74,70,61,46,87,71,65,86,70,70,45,51,67,62,41,80
59,89,62,72,82,78,50,49,47,42,75,73,46,76,71,80,43,82,91,86,46,55,46,59,83,72,81,78,65,47,62,75,61,87,80,34,60,77,60,78,86,74,96,42,69,43,92,74,43,47,62,73,39,39,76
73,42,56,53,46,74,68,44,28,59,73,76,74,83,83,64,73,63,62,67,79,74,84,73,66,90,46,70,52,69,49,53,98,78,82,66,82,87,71,75,89,72,75,74,70,86,75,72,46,75,68,49,56,48,73
56,42,78,84,76,77,68,41,100,60,99,81,88,52,80,76,77,59,66,70,76,40,61,61,95,71,77,63,34,38,60,62,71,66,67,60,66,88,76,69,83,86,57,71,50,78,67,87,61,68,63,64,35,52,88
64,61,57,46,76,80,71,57,31,45,87,59,70,68,78,69,95,62,83,91,74,100,86,64,74,69,70,52,27,78,63,67,61,66,49,77,64,76,68,74,92,80,38,75,72,55,43,81,51,73,64,74,60,53,80
95,80,50,66,89,67,83,61,62,73,82,59,76,67,91,67,69,67,80,52,51,53,71,71,86,69,55,54,51,61,51,56,76,91,94,76,79,74,58,59,79,81,68,49,74,62,51,55,37,67,94,81,40,64,89
76,31,100,74,55,72,81,75,58,46,63,70,64,74,80,64,69,54,76,78,80,89,60,61,51,53,68,43,46,64,55,66,87,71,70,48,74,77,56,70,80,66,89,73,61,65,44,55,54,80,69,88,100,61,91
60,63,86,62,62,55,64,82,33,43,85,70,67,81,76,80,94,25,59,60,76,51,72,64,90,54,55,50,59,67,72,63,90,66,72,69,74,77,57,70,93,67,65,73,97,60,75,67,55,77,64,60,52,43,77
60,39,38,73,72,72,81,65,77,67,68,68,65,81,92,77,71,58,71,76,49,67,71,74,61,61,66,55,85,78,65,41,66,65,63,35,72,71,64,77,78,60,60,54,83,54,57,60,85,46,81,39,31,40,80
48,55,51,77,65,64,54,52,41,70,61,71,65,69,69,75,58,86,42,64,36,87,88,80,63,79,64,69,25,52,67,66,78,63,63,47,47,85,62,93,81,56,78,55,70,65,79,76,80,56,72,70,66,85,69
84,67,82,55,69,61,83,62,57,50,68,56,57,79,77,72,57,64,67,70,95,68,56,83,67,44,64,69,76,69,69,80,74,73,75,58,82,64,80,78,80,81,57,56,81,50,89,73,60,57,53,74,60,81,90
78,33,67,46,91,82,87,56,68,52,66,47,67,78,76,84,69,74,55,56,63,71,76,76,73,79,71,43,42,57,72,41,68,76,47,70,64,65,83,74,59,42,56,87,66,69,50,75,64,71,58,66,56,80,81
69,57,74,67,59,77,76,61,70,66,52,64,48,69,66,83,82,68,98,66,98,45,72,64,94,81,82,89,75,61,49,57,88,64,79,80,80,64,71,70,80,62,60,69,51,72,44,75,66,74,100,32,43,67,71
43,59,70,75,65,61,69,48,56,50,79,46,67,75,80,70,61,59,29,62,77,69,63,56,69,69,76,55,67,46,45,61,55,58,77,65,70,56,52,70,68,77,76,41,81,68,26,67,78,48,70,47,76,49,77
63,71,69,63,57,74,54,67,67,71,65,62,57,71,86,81,77,77,80,85,57,53,53,75,69,61,73,69,60,95,61,83,61,69,84,71,65,57,78,54,82,76,58,78,70,85,39,76,57,75,66,45,79,84,69
75,75,68,55,80,74,51,56,28,71,64,77,60,74,84,70,71,59,50,77,43,83,62,52,49,72,67,58,60,50,60,60,68,66,99,69,93,76,62,67,78,54,40,83,76,61,61,88,76,56,65,33,47,58,82
59,51,70,35,70,74,92,78,55,83,77,56,85,64,69,75,89,48,70,76,66,58,69,85,48,33,68,63,51,59,51,47,78,69,89,71,82,87,76,85,61,55,75,51,77,86,93,58,78,53,78,66,72,69,81
82,44,50,64,76,78,58,23,36,47,74,75,56,40,85,85,63,61,64,54,74,87,79,62,66,83,65,70,95,78,52,68,84,74,72,78,79,64,64,81,82,72,80,64,65,72,64,83,39,55,85,66,58,75,80
58,59,72,52,69,70,68,17,72,92,72,81,67,63,55,66,79,48,61,99,71,28,67,88,83,52,65,43,59,63,48,66,63,62,75,56,69,55,53,67,76,68,94,67,85,81,52,78,39,62,73,36,52,33,80
63,34,61,59,69,72,69,43,100,56,76,69,52,58,85,64,70,59,90,74,60,51,51,65,72,60,89,84,56,75,64,72,63,74,63,79,68,76,71,76,70,71,48,94,62,71,62,97,52,62,82,35,79,44,83
58,75,57,67,68,85,84,63,46,36,53,75,67,64,59,73,83,54,91,64,54,36,73,30,60,63,52,59,66,78,37,72,60,94,66,79,72,74,87,72,82,59,68,61,58,72,73,70,75,65,58,30,59,61,83
74,39,77,76,88,87,87,63,41,69,86,74,62,62,76,83,73,54,37,76,93,64,75,64,88,60,82,68,88,59,78,78,86,82,65,67,70,53,76,73,93,60,70,67,69,60,60,78,47,63,47,46,62,79,95
72,72,70,72,88,83,24,67,46,87,70,72,79,70,61,81,65,67,36,67,73,74,70,68,79,85,67,65,75,63,56,78,74,69,84,72,68,83,64,64,71,57,69,61,82,56,49,98,83,57,69,45,71,72,90
94,93,70,69,47,71,53,91,94,39,69,88,62,67,65,76,82,48,56,59,79,75,92,85,77,68,68,70,54,76,45,63,69,68,56,47,86,60,67,76,75,53,64,69,51,56,70,79,72,59,82,67,41,69,95
59,59,49,76,86,76,67,39,56,63,84,59,72,36,79,81,75,52,66,56,61,65,62,87,73,57,80,59,46,31,74,32,60,55,67,70,68,63,80,76,80,39,10,73,69,70,77,77,25,74,58,100,36,54,77
84,97,56,82,69,68,50,74,20,41,57,56,67,57,70,65,69,56,56,48,51,73,77,50,71,51,70,69,56,80,59,79,86,47,65,73,73,92,72,71,85,59,37,94,91,92,78,64,55,82,54,53,67,58,78
47,66,52,87,84,77,78,48,51,76,81,64,74,79,73,83,82,61,67,70,84,60,64,62,83,50,78,58,43,47,56,68,67,44,99,88,82,74,85,81,58,80,74,62,68,62,68,79,50,72,66,66,84,57,85
74,64,80,66,80,66,55,13,52,59,57,79,87,96,83,83,69,67,42,84,30,68,72,68,71,71,71,67,51,50,65,42,62,79,65,61,57,69,85,77,80,55,86,58,62,56,66,73,64,62,50,53,69,61,79
80,61,57,88,70,62,46,61,40,52,64,56,74,71,86,72,71,100,71,64,53,72,71,69,72,52,56,54,87,43,59,68,81,72,73,49,81,98,66,69,83,41,54,50,76,59,52,71,48,78,58,42,57,68,78
42,56,72,76,69,79,57,39,70,66,72,75,65,86,70,87,77,79,71,53,67,78,67,87,75,74,100,62,76,65,66,63,100,95,60,77,77,85,90,72,84,67,60,67,82,66,63,72,74,55,61,57,31,57,83
74,54,57,73,78,72,73,63,87,66,57,53,57,69,70,93,78,77,51,97,86,66,81,41,65,68,51,52,51,41,39,38,68,74,64,59,63,67,51,70,73,34,51,71,76,80,69,92,43,46,63,47,63,60,79
60,60,68,72,67,74,35,74,68,74,59,70,37,65,90,90,64,37,51,59,54,59,66,65,61,82,57,64,64,74,47,88,76,79,79,51,75,80,80,68,77,76,64,100,56,49,73,63,47,50,95,65,53,33,77
84,53,71,57,72,80,69,35,62,79,75,68,77,72,56,73,64,55,65,75,67,55,60,89,67,57,70,80,48,66,55,29,69,51,88,82,76,71,72,64,72,95,72,62,60,73,64,91,45,60,83,42,46,76,75
71,77,94,77,80,79,65,73,81,81,51,47,62,72,85,76,51,59,87,93,69,43,65,70,74,83,75,69,36,49,62,68,79,78,61,72,91,72,73,56,76,85,43,79,86,77,77,60,81,40,55,69,71,68,79
58,54,82,94,69,68,80,83,56,78,51,85,70,72,82,75,72,57,68,78,100,68,70,68,74,72,78,63,53,41,79,55,70,68,58,89,75,65,84,66,97,63,59,77,73,83,72,84,55,78,100,35,56,64,84
62,72,59,62,64,72,66,33,61,58,59,58,76,55,80,76,82,78,39,51,55,36,61,66,86,49,60,76,57,94,42,61,67,81,60,60,58,81,65,71,90,100,82,48,81,61,67,66,29,76,49,61,46,71,86
76,78,45,51,69,87,73,68,38,66,67,72,51,45,55,69,74,57,59,100,54,48,54,57,72,57,66,53,70,74,65,69,64,77,71,85,54,82,80,79,85,76,51,39,77,57,62,74,26,44,76,43,74,52,80
49,43,84,32,58,78,55,71,59,59,73,71,80,74,81,67,64,57,80,85,63,54,66,56,47,52,70,42,61,58,59,77,77,63,59,76,84,71,57,56,79,41,60,57,90,66,56,69,68,70,58,66,71,60,66
48,33,90,78,65,81,64,42,60,62,69,51,45,70,72,75,68,66,48,55,75,68,60,72,54,59,63,76,49,65,82,60,69,94,76,78,87,51,76,97,75,91,58,84,63,56,64,82,81,69,54,54,82,60,84
51,49,87,78,60,75,38,47,45,77,54,36,76,71,80,68,78,54,62,63,51,51,61,71,81,69,77,41,45,69,66,86,64,78,81,43,60,83,85,60,87,66,74,58,54,53,68,59,82,73,65,63,34,58,82
74,66,67,70,68,81,72,67,52,55,48,50,71,55,70,65,86,39,59,94,76,56,69,44,64,75,71,52,80,55,68,74,61,69,65,85,73,66,83,68,69,79,64,53,88,72,52,72,65,77,80,37,52,66,93
54,74,42,58,77,72,78,56,62,63,55,77,72,61,86,100,89,69,100,68,87,82,58,75,78,85,81,75,59,64,60,63,71,81,72,56,72,89,42,62,92,54,71,59,67,71,88,78,59,48,71,47,91,55,91
53,80,62,66,76,83,63,44,61,51,83,97,69,84,65,82,71,53,62,79,72,58,72,65,70,58,61,74,68,69,74,65,80,71,76,80,72,69,72,78,76,80,93,71,81,62,64,70,29,99,85,29,55,65,87
59,65,70,63,55,60,69,28,60,51,93,75,50,85,86,80,64,76,59,64,72,59,58,46,71,99,63,50,56,55,70,70,92,55,81,67,73,92,81,74,75,59,65,85,72,79,57,75,48,66,60,81,69,28,75
57,37,58,77,56,72,47,69,56,55,70,73,64,57,82,89,52,69,52,74,55,60,63,76,61,75,70,68,83,74,56,72,78,57,73,88,62,90,72,45,64,50,57,55,79,75,94,78,33,49,59,47,51,51,77
87,50,48,75,69,74,52,36,61,90,59,67,49,51,61,76,81,62,49,67,50,68,73,67,74,68,61,61,77,39,76,53,72,75,87,75,97,70,68,84,86,76,65,71,54,57,78,72,66,63,77,45,52,61,80
50,100,76,66,69,80,62,79,53,36,50,65,58,70,78,74,68,54,89,84,74,67,84,51,83,62,54,71,64,59,37,72,51,57,75,62,81,74,65,89,88,80,76,49,71,52,45,89,23,73,63,48,58,86,84
42,82,86,77,79,74,29,58,45,46,65,63,85,50,91,76,69,57,56,72,45,35,43,65,85,73,62,59,70,58,72,77,78,63,85,38,95,91,77,55,65,49,74,64,83,68,73,74,38,75,74,45,58,77,75
72,45,74,64,67,77,90,51,56,55,64,54,74,64,65,77,72,87,68,79,78,34,64,71,64,67,57,90,59,71,75,55,70,68,70,58,86,60,68,84,77,71,97,71,65,77,66,86,29,72,59,51,72,86,95
50,21,65,53,76,77,49,57,26,49,52,71,58,69,89,77,67,69,31,79,67,34,81,67,41,61,86,49,57,34,46,72,82,75,61,48,70,95,59,81,69,79,55,80,87,43,71,77,69,79,78,25,70,56,80
69,53,50,57,29,76,75,47,35,77,52,69,97,75,64,64,60,71,64,67,49,73,58,73,74,85,48,83,59,54,50,60,86,69,65,66,72,74,50,70,82,44,81,76,91,74,62,69,41,49,66,77,73,88,94
81,48,56,63,64,57,66,42,60,63,66,74,78,50,72,91,65,87,66,69,74,60,55,50,47,64,74,68,60,73,47,67,59,54,71,51,75,80,81,97,80,52,50,42,61,61,53,65,68,58,67,44,70,97,79
87,81,84,97,34,79,63,74,49,25,66,77,33,58,79,84,96,69,73,77,77,56,78,51,49,73,71,55,65,63,77,44,98,70,77,75,75,75,79,77,81,49,68,88,73,50,64,66,48,82,75,90,84,82,82
77,16,85,95,82,73,57,85,26,59,61,70,48,65,71,82,85,48,75,94,59,79,81,79,59,46,81,85,52,23,65,56,82,91,58,78,84,87,70,70,70,43,60,85,56,83,58,85,69,72,78,40,45,88,68
46,55,53,64,65,63,77,56,48,41,57,73,60,58,76,100,65,51,68,61,47,56,78,73,74,71,78,70,65,68,48,63,72,43,73,68,98,70,94,91,59,83,51,67,58,91,54,57,66,61,57,47,100,61,84
68,71,68,82,73,70,100,58,76,60,51,83,77,67,79,75,67,64,78,88,49,73,84,69,72,66,65,43,49,90,79,76,53,70,97,45,82,60,73,77,70,74,79,67,83,58,53,61,60,62,100,44,57,65,72
79,34,64,47,87,70,50,58,31,57,67,58,57,72,82,73,56,63,57,89,33,91,60,71,68,70,82,46,72,70,65,66,48,52,61,61,70,87,82,76,95,42,53,74,72,93,50,73,59,51,50,57,80,79,79
85,77,65,71,91,75,77,54,56,53,56,71,56,85,80,70,81,81,55,73,74,41,57,63,59,48,72,57,46,62,54,73,51,79,79,68,69,73,69,68,60,69,39,79,48,53,47,53,47,57,55,29,43,42,75
80,42,54,56,60,69,47,57,75,66,66,82,69,79,80,90,82,75,84,78,68,64,47,74,78,71,62,61,79,68,77,71,71,83,91,54,79,78,77,72,69,78,86,75,55,59,63,70,46,63,82,62,61,68,83
60,66,78,81,77,84,52,38,58,71,60,53,60,74,84,83,66,68,65,78,66,79,83,42,50,56,81,74,88,85,77,68,77,84,60,79,80,96,58,77,89,54,70,61,56,93,72,66,60,73,85,63,58,85,88
82,93,75,38,68,54,40,76,33,35,84,72,55,78,85,79,71,83,74,70,66,53,79,67,63,46,64,39,79,58,74,93,92,68,69,82,64,67,67,88,88,60,77,54,46,51,58,75,65,77,77,93,75,70,66
77,60,64,67,84,65,80,71,54,53,53,58,65,73,64,89,72,64,61,78,54,55,63,48,70,59,100,77,56,74,67,100,78,77,40,50,82,67,66,73,75,49,82,82,78,70,47,71,52,59,53,30,53,52,90
44,70,47,77,68,71,61,58,53,92,62,63,53,73,73,95,82,41,43,83,55,56,60,79,65,34,73,65,46,58,49,61,58,64,55,76,90,80,97,75,91,73,40,60,60,69,49,86,82,89,86,95,60,53,74
58,73,55,57,81,78,57,84,76,37,72,61,68,66,64,78,78,65,36,70,65,37,67,48,57,73,60,73,61,70,88,65,90,65,100,74,66,67,68,70,67,73,67,68,41,48,71,76,45,57,79,70,97,57,79
59,44,76,71,84,70,55,60,42,33,94,66,68,67,60,75,78,68,65,79,50,59,69,58,72,59,60,71,74,64,71,52,64,70,70,46,68,73,81,86,69,62,54,80,89,66,76,63,47,77,86,76,68,85,72
68,79,79,67,65,78,71,24,48,81,68,76,73,62,74,57,70,76,56,83,33,41,63,69,75,92,64,58,57,64,78,48,77,59,90,54,83,59,77,85,77,72,74,65,57,67,70,78,54,74,72,88,100,82,75
72,35,59,35,72,100,43,56,58,91,86,90,69,75,66,68,66,48,54,79,60,100,83,57,73,74,66,88,47,52,77,30,73,71,75,45,73,65,75,78,77,64,76,74,63,41,84,74,58,57,80,80,92,41,77
52,55,88,78,60,91,70,75,60,49,66,68,56,67,53,91,70,71,67,41,70,59,42,78,78,60,71,83,68,65,76,50,75,47,82,70,88,77,74,94,87,62,60,87,60,58,62,53,66,40,67,43,46,42,76
66,85,71,73,73,72,68,86,42,41,79,67,83,67,85,67,78,63,87,77,78,57,47,76,66,44,62,62,40,60,69,82,55,78,74,68,83,79,74,71,78,56,74,52,85,80,81,78,25,71,66,53,61,25,87
82,62,52,52,53,73,49,26,45,54,65,94,69,72,72,71,70,68,57,65,89,54,59,76,59,60,55,67,49,71,48,87,69,67,65,71,70,88,66,67,87,68,60,58,61,71,42,59,43,52,71,74,48,52,83
66,80,52,54,66,76,67,37,61,50,85,63,57,68,91,69,93,69,75,80,55,90,65,62,69,55,75,76,76,83,74,96,86,91,51,71,78,72,97,68,74,58,64,64,88,61,65,63,52,72,84,54,63,80,65
100,62,68,39,59,89,60,75,67,59,100,56,42,71,88,68,79,64,76,95,67,56,44,63,94,80,61,88,71,39,72,59,80,94,87,68,81,83,74,71,74,70,51,62,77,59,68,84,49,65,64,52,81,80,69
47,88,63,75,76,97,81,79,43,7,45,64,61,80,62,72,66,55,68,57,85,100,56,53,72,54,74,82,57,52,63,54,66,68,75,59,71,78,54,49,90,84,76,73,60,84,55,84,59,64,36,68,80,56,86
79,63,54,86,87,64,46,45,48,47,76,84,70,71,79,79,89,80,80,61,50,65,74,51,73,64,86,75,85,43,83,61,70,77,73,79,58,66,61,81,57,33,40,64,79,52,35,83,34,67,91,88,64,44,83
82,49,38,49,87,76,55,70,73,70,67,67,72,78,83,73,79,69,93,91,51,77,40,71,81,85,56,76,54,46,56,53,74,61,58,58,95,59,56,75,68,53,57,85,63,74,74,62,42,45,59,52,79,46,72
81,58,76,66,64,74,53,66,62,57,54,67,77,58,78,87,63,71,57,81,46,70,64,72,62,54,68,62,58,25,63,66,63,90,92,79,92,79,53,74,78,68,100,83,80,66,54,72,55,80,49,45,73,71,59
73,79,90,85,72,100,55,52,55,62,69,68,70,68,60,82,90,70,69,78,89,61,64,64,57,56,70,55,53,74,58,67,53,85,59,68,66,76,95,69,85,62,66,86,57,58,81,66,100,65,82,63,67,55,74
68,54,57,48,76,77,80,69,70,50,64,66,63,70,81,73,86,49,36,70,49,75,78,67,71,61,78,69,64,62,72,55,62,62,75,62,82,59,76,66,69,72,77,51,84,55,50,77,75,53,78,63,57,45,80
99,67,64,58,75,73,81,77,42,61,72,59,62,83,79,78,76,80,54,73,76,67,72,75,51,64,62,49,84,67,66,55,56,83,66,79,78,52,59,81,72,65,70,59,65,61,60,68,91,65,70,41,75,59,89
75,54,62,61,63,68,46,66,88,50,60,72,88,66,86,90,60,61,60,63,54,90,70,76,58,52,75,65,54,69,57,43,72,68,72,64,89,89,52,93,70,64,49,100,55,85,62,72,47,72,66,68,55,77,68
81,72,67,58,80,75,8,34,30,60,54,54,63,69,56,76,70,71,47,58,56,52,76,94,75,84,74,76,67,88,81,56,44,65,83,46,86,84,62,74,92,79,65,53,57,59,60,93,88,70,81,37,83,53,66
75,98,98,78,67,88,81,62,100,60,60,80,83,78,85,64,73,84,57,74,54,64,59,57,61,57,71,66,100,84,73,65,76,72,82,49,63,73,87,75,70,70,50,80,40,47,71,82,67,63,74,75,60,71,90
73,76,76,63,63,67,47,60,33,48,70,67,61,69,77,71,54,58,46,64,69,56,54,73,62,73,71,79,63,88,72,68,68,73,65,64,70,81,60,100,83,77,69,93,69,76,60,82,44,71,63,45,64,59,81
69,61,70,66,57,89,49,51,76,79,90,92,67,80,82,73,76,62,73,93,63,50,100,73,58,68,71,80,58,66,60,63,70,90,69,68,70,77,79,78,90,80,43,80,85,76,50,64,72,79,74,68,71,50,81
70,99,70,80,70,71,74,35,33,67,65,79,77,70,52,68,84,56,63,79,64,50,66,77,70,66,70,73,100,71,71,83,93,73,80,98,76,67,65,84,72,57,74,78,76,78,43,80,54,64,63,77,81,67,78
78,81,72,65,66,72,46,76,55,89,81,75,63,66,76,82,79,82,50,61,43,50,97,85,65,81,65,46,67,45,60,70,58,84,81,76,85,81,67,89,63,57,64,45,81,59,45,85,77,67,70,70,76,48,85
74,53,50,86,45,72,63,64,46,65,77,80,86,57,85,80,66,80,61,70,61,80,66,83,81,57,62,67,67,66,56,48,42,57,79,60,81,84,68,68,78,78,39,64,67,76,69,69,65,79,41,52,64,70,86
70,45,70,70,51,93,84,55,68,56,63,69,82,79,57,63,62,79,66,68,57,68,62,54,67,64,69,82,65,49,51,72,71,71,78,47,87,51,79,71,66,71,47,74,73,52,66,66,61,58,60,63,43,93,63
92,43,41,86,75,68,41,55,39,49,72,84,62,66,89,77,61,54,84,91,75,43,52,55,41,65,72,72,61,46,71,54,90,75,85,51,82,67,97,81,67,67,49,74,84,53,76,84,44,66,61,52,42,59,70
45,51,46,49,60,78,56,47,86,50,50,50,51,80,72,69,80,58,35,68,59,69,68,66,82,73,80,68,38,94,53,69,85,79,94,58,77,90,66,53,78,64,79,62,82,96,86,72,62,74,89,58,90,72,73
